% This ascii data file is produced by extracting Columns #4 (z), #5 (logFUV), #6 (sigma_logFUV), #7 (logFX), and #8 (sigma_logFX) from 'table3.dat' made available under title 'Quasars as standard candles. III.: J/A+A/642/A150' in VizieR (URL: http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/642/A150), which is the data used by Lusso, E., et al., A&A 642, A150, 24 (2020); e-print: https://arxiv.org/abs/2008.08586.
%
% Columns:
% z - redshift
% logFUV - rest-frame flux at 2500 Angstroem in units of log(erg/s/cm^2^)
% sigma_logFUV - error on rest-frame flux at 2500 Angstroem
% logFX - rest-frame flux at 2keV in units of log(erg/s/cm^2^)
% sigma_logFX - error on rest-frame flux at 2keV
%
% Credits: 
% Peter Raffai, Gergely Dalya, Alexandra Karsai; 
% Institute of Physics, Eotvos Lorand University, H-1117 Budapest, Pazmany P. s. 1/A.
% All rights reserved. (2021)
% Contact: peter.raffai@ttk.elte.hu
%
% z logFUV sigma_logFUV logFX sigma_logFX
1.1635 -27.2426 0.00703 -31.38101 0.04905
2.25 -27.6398 0.01097 -31.72875 0.16758
1.551 -27.5207 0.00791 -31.68589 0.05537
0.9541 -27.2624 0.00954 -31.14365 0.03474
1.096 -27.5993 0.01002 -31.2162 0.02695
1.1814 -27.1792 0.00867 -31.25735 0.02505
0.688 -27.5631 0.01374 -31.29674 0.02715
3.341 -27.825 0.02025 -31.84092 0.22128
1.208 -27.4779 0.00975 -31.57718 0.04598
1.1276 -27.5925 0.00953 -31.34962 0.02816
1.931 -27.6793 0.00991 -31.85538 0.07593
0.6682 -27.3346 0.01186 -30.72505 0.01273
1.997 -27.3274 0.02267 -31.43059 0.04226
0.3375 -26.6667 0.01258 -30.83393 0.00501
0.9617 -26.4892 0.0083 -30.90479 0.01266
2.337 -27.7774 0.01309 -31.22225 0.03809
1.471 -27.7704 0.01143 -31.67923 0.05631
1.579 -27.8356 0.01198 -31.6401 0.03937
2.267 -27.5529 0.01158 -31.60335 0.18441
0.978 -27.7183 0.01041 -31.53999 0.0342
1.0949 -27.2986 0.01324 -31.212 0.0184
0.752 -27.5115 0.01674 -31.12952 0.03009
1.084 -27.3244 0.00849 -31.28083 0.01731
1.149 -28.2423 0.01916 -31.88429 0.0358
0.89 -27.9829 0.01858 -31.6884 0.0384
0.985 -27.7015 0.01771 -31.20166 0.01342
1.5928 -27.2199 0.00824 -31.07754 0.02333
1.771 -27.8775 0.01032 -31.81587 0.05233
0.6404 -27.4009 0.0096 -31.11823 0.0247
0.3239 -26.9787 0.01231 -30.66138 0.01656
1.437 -27.5419 0.01559 -31.51476 0.05449
0.7926 -27.7856 0.01859 -31.66782 0.04563
1.4983 -27.1995 0.01558 -31.65205 0.08808
0.735 -27.9341 0.0174 -31.44428 0.02312
1.4381 -27.2857 0.00747 -31.4322 0.08185
1.159 -27.9371 0.01109 -31.1698 0.01905
0.7073 -26.9348 0.00992 -30.98534 0.0136
1.253 -28.0245 0.0131 -31.92311 0.05509
0.4983 -27.4818 0.01641 -31.00989 0.01141
0.3767 -27.2324 0.01465 -30.82827 0.01079
1.2344 -26.9414 0.00755 -31.41363 0.05153
1.77 -28.1529 0.02109 -31.97816 0.10442
0.4683 -27.2911 0.01193 -31.28567 0.09347
1.5987 -27.3276 0.0141 -31.39638 0.06826
3.233 -26.8777 0.01532 -31.90356 0.10037
1.2664 -27.0712 0.00942 -31.08827 0.04813
2.783 -27.9395 0.03546 -31.7575 0.13359
2.578 -28.0922 0.05329 -31.90836 0.13637
1.3757 -27.4025 0.0107 -31.74805 0.08152
1.9321 -27.2863 0.00932 -31.45376 0.04876
0.165 -26.3946 0.0313 -29.42312 0.00273
0.911 -27.5054 0.01455 -31.20937 0.02677
1.1423 -27.3234 0.01332 -31.1333 0.02212
2.293 -27.0134 0.00805 -31.59598 0.11726
0.7843 -27.1837 0.01171 -31.55351 0.02447
0.8468 -26.8915 0.01188 -31.59729 0.02974
1.162 -25.8961 0.01177 -30.77208 0.01846
2.97 -27.7818 0.02221 -31.57357 0.19322
0.9743 -28.1353 0.01441 -32.01679 0.03079
0.892 -27.9254 0.01223 -31.61411 0.03632
0.9006 -27.3882 0.01073 -31.39405 0.03817
1.0702 -27.0361 0.00756 -30.73449 0.01912
0.6633 -27.2782 0.01083 -30.81143 0.02085
0.8367 -27.4522 0.01236 -31.30689 0.0269
1.21 -27.843 0.00986 -31.65844 0.04229
1.5291 -27.7837 0.01036 -31.94267 0.07765
2.333 -27.9759 0.02465 -31.75849 0.05013
1.506 -28.2244 0.01699 -31.97158 0.05285
1.6712 -27.5406 0.00846 -31.5625 0.06862
1.7547 -27.0286 0.00932 -31.63771 0.05024
1.3951 -27.0897 0.00931 -31.23381 0.04117
0.6411 -27.4256 0.01249 -31.28506 0.02563
2.318 -28.5875 0.09016 -32.09883 0.08106
2.343 -27.6262 0.01771 -31.71166 0.06367
0.578 -27.6871 0.01462 -30.98936 0.01762
0.996 -27.4436 0.00801 -30.90632 0.02003
0.5864 -26.3093 0.0071 -30.22909 0.01064
0.9454 -27.737 0.01013 -31.53014 0.03179
1.1519 -27.0601 0.00846 -31.01561 0.03165
0.9103 -27.2025 0.01645 -30.83508 0.01554
1.1895 -27.3508 0.00935 -31.52324 0.02128
1.7928 -27.4976 0.00907 -31.70171 0.03998
0.729 -27.8344 0.01457 -31.15023 0.03009
1.6466 -27.2149 0.00599 -31.32134 0.03893
2.618 -27.5385 0.0164 -31.76526 0.16614
1.941 -27.8502 0.01189 -31.8048 0.0858
1.3532 -27.9487 0.01329 -31.9786 0.06216
0.962 -27.5917 0.00983 -31.2141 0.01805
2.256 -27.9972 0.01846 -31.70564 0.11062
1.9005 -27.4784 0.0107 -31.61114 0.10481
0.6542 -27.4089 0.01285 -31.1612 0.02197
1.4993 -27.2339 0.00638 -31.4547 0.06601
0.7942 -27.3386 0.00937 -31.0314 0.01752
1.19 -27.9313 0.01582 -31.74239 0.04208
1.7966 -27.8868 0.01351 -31.71453 0.10668
0.7552 -27.2369 0.01147 -30.73036 0.0119
0.2864 -26.5931 0.00618 -29.9243 0.00809
0.567 -27.8676 0.01872 -31.49243 0.04129
2.798 -27.3487 0.01136 -31.69163 0.23365
1.3468 -27.5016 0.00782 -31.67351 0.04791
1.7873 -27.3525 0.00976 -31.43666 0.03764
0.8811 -27.271 0.01009 -31.34435 0.03187
2.479 -28.1039 0.04112 -32.09193 0.16062
2.422 -27.5163 0.01095 -31.65588 0.05937
1.332 -27.387 0.00935 -31.29778 0.04628
2.684 -27.6586 0.0199 -31.55609 0.14271
2.759 -27.3858 0.00976 -31.47165 0.05843
0.7569 -27.2144 0.01275 -30.98881 0.02355
2.886 -27.7675 0.01629 -31.53587 0.16102
0.941 -26.8379 0.00992 -30.66401 0.02001
2.262 -27.9755 0.02493 -31.89183 0.09297
2.62 -27.9739 0.04109 -32.15719 0.16825
1.6678 -27.4132 0.00862 -31.2518 0.03809
1.6392 -27.4676 0.00909 -31.25707 0.02885
1.1858 -27.179 0.00793 -31.23375 0.01879
0.8247 -27.1586 0.00788 -31.26098 0.02108
0.7654 -27.127 0.00802 -31.295 0.02964
2.768 -28.1724 0.05943 -31.78765 0.05972
2.052 -26.2863 0.00748 -30.4518 0.00547
1.798 -26.8546 0.00792 -31.5187 0.04826
1.3505 -27.3996 0.00757 -31.56491 0.05139
2.386 -28.1775 0.03386 -31.81053 0.09167
1.5189 -28.0682 0.01252 -31.59688 0.05058
1.1581 -27.0325 0.00917 -31.03172 0.02785
1.9257 -27.6765 0.00963 -31.81732 0.10602
1.3576 -27.7879 0.0112 -31.63205 0.04964
3.3386 -28.1001 0.04705 -31.94833 0.15113
1.2725 -27.4547 0.0077 -31.61801 0.04428
2.171 -27.0516 0.00728 -31.35801 0.04457
1.6084 -27.9483 0.01185 -31.89098 0.05192
1.6209 -27.5045 0.0076 -31.90452 0.07344
2.36 -28.0674 0.03449 -32.08357 0.12718
2.051 -28.4011 0.03324 -32.07039 0.12067
0.7336 -27.2362 0.0149 -31.12879 0.01529
1.0396 -27.8173 0.01184 -31.5524 0.03862
0.609 -27.6522 0.01372 -30.97276 0.01065
0.791 -27.8379 0.01491 -31.41752 0.01922
0.3749 -27.22 0.01405 -31.02553 0.0199
0.6888 -27.2912 0.01044 -31.02467 0.0078
2.32 -28.2071 0.03876 -31.94533 0.16515
2.359 -27.9133 0.02847 -31.73758 0.12785
2.505 -27.839 0.02215 -31.68159 0.07083
2.808 -27.7672 0.02295 -32.11 0.09801
0.8538 -27.3432 0.00957 -31.01418 0.00737
2.278 -27.4404 0.01026 -31.74301 0.12012
0.7704 -27.309 0.01121 -31.44902 0.03864
1.9211 -27.3264 0.00764 -31.30802 0.06157
0.712 -27.7785 0.01445 -31.19023 0.01639
2.502 -27.9678 0.031 -31.72351 0.11824
1.816 -26.7868 0.00862 -30.88324 0.02986
0.8028 -27.0859 0.01652 -30.80406 0.02165
0.84 -26.7768 0.00823 -30.75368 0.01341
1.3449 -27.14 0.00834 -31.21849 0.02689
0.6492 -27.3229 0.01196 -30.95004 0.02156
1.0409 -27.392 0.0128 -31.28903 0.0194
2.161 -27.3416 0.01085 -31.40561 0.07611
0.2359 -26.1618 0.01362 -29.8313 0.00202
2.655 -27.1155 0.00977 -31.33708 0.06123
1.0526 -27.3708 0.01151 -31.08568 0.0244
0.8392 -27.2413 0.01405 -30.9885 0.01251
1.3632 -27.4797 0.00766 -31.98768 0.07777
2.1871 -27.2786 0.01099 -31.45377 0.04412
1.485 -27.8451 0.01038 -31.44324 0.02706
2.521 -28.0373 0.03928 -32.05476 0.10577
1.411 -26.6473 0.00715 -31.0317 0.01883
0.6041 -27.3371 0.01186 -31.10948 0.02002
0.5123 -26.8333 0.00799 -30.80502 0.03587
0.7079 -27.3252 0.01394 -31.0605 0.02622
1.026 -27.5972 0.00916 -31.78744 0.03262
0.8035 -27.1931 0.00906 -31.86651 0.04039
0.2916 -27.1295 0.01285 -30.77355 0.03017
1.983 -27.4026 0.00914 -31.75749 0.08484
2.467 -27.5573 0.01757 -31.53378 0.08774
2.326 -27.678 0.01319 -31.7008 0.13212
1.247 -26.873 0.01159 -31.48468 0.03292
1.2963 -27.3523 0.01107 -31.36761 0.02818
0.67 -27.668 0.0135 -31.08174 0.01157
0.382 -26.4868 0.00717 -29.9578 0.01158
0.3709 -27.1971 0.01219 -30.45627 0.00851
1.0851 -27.5346 0.00938 -31.0009 0.02022
3.046 -27.8213 0.01779 -31.91372 0.21233
2.416 -28.1067 0.03049 -31.8362 0.084
0.9306 -28.1871 0.01476 -31.56516 0.02362
0.968 -27.7145 0.0097 -31.59846 0.03366
1.357 -27.2196 0.00761 -31.49617 0.06088
0.209 -26.5483 0.00894 -30.27887 0.00785
2.219 -28.3221 0.04443 -31.85622 0.05865
2.587 -28.0114 0.05103 -31.912 0.05782
1.837 -27.2829 0.01057 -31.44826 0.04591
1.0914 -27.6854 0.01027 -32.03424 0.05505
1.017 -27.6078 0.00827 -31.52353 0.0278
0.4402 -27.2391 0.0174 -31.2476 0.0354
0.5175 -27.2043 0.01107 -31.08064 0.02419
1.7865 -27.7745 0.01054 -31.61025 0.04734
1.0634 -27.8603 0.0113 -31.94158 0.05291
1.973 -26.7092 0.00705 -31.30698 0.03102
1.6047 -27.524 0.00957 -31.61342 0.03531
0.939 -26.6666 0.0083 -31.17053 0.01449
2.459 -28.0441 0.04149 -31.9118 0.08755
1.4592 -27.487 0.00905 -31.53692 0.04113
1.892 -28.0346 0.01422 -31.94851 0.10389
0.401 -27.9032 0.02839 -31.09936 0.015
1.6 -27.694 0.01673 -31.50111 0.06596
1.3437 -27.4499 0.00951 -31.14299 0.01285
1.0419 -27.1613 0.00897 -30.8875 0.01699
0.708 -27.7561 0.0131 -31.31055 0.02286
0.9375 -26.7537 0.0062 -30.65444 0.0075
1.1642 -27.1441 0.00805 -31.36961 0.04462
1.703 -27.7169 0.01089 -31.67711 0.07188
1.5405 -27.2387 0.00923 -31.40312 0.04228
1.2215 -27.476 0.01137 -31.39644 0.01759
0.897 -27.7277 0.00959 -31.28871 0.01607
0.9918 -27.3617 0.01676 -30.68525 0.00737
2.0476 -26.0675 0.00809 -30.44786 0.01056
1.7836 -27.2051 0.007 -31.2774 0.05283
1.088 -27.2171 0.00811 -31.399 0.02651
0.9894 -27.5015 0.00761 -31.59375 0.03691
1.109 -27.6468 0.00764 -31.31695 0.02236
1.4794 -27.9441 0.0149 -31.78883 0.06968
1.6803 -27.2845 0.00908 -31.38019 0.04262
1.9 -26.7311 0.00714 -30.92028 0.01866
0.7163 -26.7151 0.0065 -30.7963 0.02005
2.042 -26.8275 0.0088 -30.99445 0.02908
1.0649 -27.1006 0.00746 -31.11176 0.02519
1.2339 -27.559 0.00749 -31.06229 0.02482
1.1883 -27.4601 0.00703 -31.40619 0.02935
1.026 -27.6326 0.0098 -31.38366 0.02442
1.8039 -27.4903 0.00688 -32.04615 0.11656
0.3158 -26.8379 0.01115 -30.26169 0.0113
1.16 -27.7453 0.00928 -31.65155 0.03764
2.534 -27.5403 0.01549 -31.52609 0.09311
3.173 -27.8654 0.03276 -31.70469 0.153
1.4811 -27.118 0.00971 -31.2995 0.02822
2.717 -28.0851 0.03987 -31.97578 0.20492
1.1296 -27.215 0.00936 -31.30524 0.04746
1.6643 -27.2401 0.00994 -31.4044 0.03457
0.7925 -27.1324 0.00868 -31.08573 0.02164
1.884 -27.6735 0.01202 -31.40533 0.04763
1.034 -27.4668 0.00953 -30.78223 0.00846
2.516 -27.844 0.02362 -31.7464 0.06121
1.8586 -27.5908 0.02117 -31.65449 0.0844
1.5603 -27.5341 0.00858 -31.60893 0.05129
1.1401 -27.2796 0.01229 -31.23442 0.03219
0.9667 -26.5918 0.00714 -30.49918 0.00565
1.1351 -27.0302 0.00784 -31.29659 0.03695
0.6075 -27.2172 0.00959 -30.99344 0.01482
2.164 -27.5973 0.01067 -31.69997 0.10124
1.5739 -27.5344 0.00815 -31.78282 0.06614
2.437 -27.7483 0.01733 -31.53889 0.20435
1.929 -26.9286 0.00637 -31.42057 0.04263
1.1558 -27.1174 0.01462 -30.98368 0.02493
1.361 -26.6498 0.00795 -31.03561 0.01573
0.4764 -25.8868 0.00582 -30.25779 0.00723
0.3722 -27.3719 0.01425 -30.69768 0.01336
0.8071 -26.8328 0.00787 -31.23962 0.04257
2.0543 -27.0264 0.00785 -31.33451 0.0597
0.5385 -27.3254 0.01241 -31.22534 0.0223
0.717 -27.7588 0.01221 -31.08975 0.01334
0.558 -27.1885 0.00884 -31.33405 0.08119
2.42 -27.6416 0.01333 -31.82601 0.14129
2.534 -28.4542 0.07369 -32.00578 0.10212
3.035 -27.5903 0.0113 -31.75616 0.06543
2.546 -28.5436 0.08587 -32.49708 0.18523
0.9119 -26.7226 0.00794 -30.84914 0.01886
1.151 -27.7644 0.01076 -31.00944 0.01685
0.914 -27.3453 0.00858 -30.94061 0.01286
2.62 -27.1 0.01025 -31.77651 0.12096
1.4894 -27.1404 0.00704 -31.26698 0.05336
1.775 -28.1716 0.01926 -31.63903 0.04787
0.4493 -27.1868 0.01287 -30.9427 0.02591
0.9167 -27.7117 0.01007 -31.54907 0.02802
1.5818 -27.4779 0.01295 -31.28699 0.03424
1.0755 -27.3543 0.00939 -31.25985 0.03091
0.295 -27.5543 0.01544 -30.99005 0.03659
2.46 -28.3021 0.04314 -32.24764 0.11544
1.7651 -27.2373 0.00789 -31.58615 0.10799
1.063 -27.4613 0.00739 -31.07017 0.02132
2.66 -27.9557 0.04385 -31.84509 0.09015
1.6428 -27.0576 0.0074 -31.04321 0.02865
0.3332 -27.2543 0.01052 -30.87725 0.03834
0.9368 -27.0399 0.00777 -30.94499 0.01462
2.18 -27.6916 0.01285 -31.47839 0.11513
0.3342 -27.1444 0.01493 -30.60653 0.01213
2.1246 -27.4392 0.00866 -31.44457 0.10012
1.727 -27.4313 0.00834 -31.46681 0.06261
1.9998 -27.1704 0.01001 -31.28764 0.07338
0.6277 -27.3132 0.0108 -30.91555 0.01929
0.6485 -27.2554 0.00988 -30.91808 0.02761
1.8542 -27.5894 0.00976 -32.05646 0.19192
1.3655 -27.2479 0.00943 -31.37284 0.03685
0.3058 -26.3828 0.00929 -30.19069 0.00933
0.481 -27.5792 0.01484 -31.27365 0.01406
1.7706 -27.5575 0.01016 -31.41949 0.04384
1.271 -27.7004 0.00903 -31.19935 0.02191
1.9338 -27.4028 0.0084 -31.55274 0.05435
1.5143 -27.2991 0.01108 -31.5452 0.04241
0.73 -27.6502 0.0132 -31.04835 0.01393
0.688 -27.8729 0.01619 -31.4793 0.0252
0.971 -27.2192 0.00758 -31.21836 0.02581
2.325 -27.7166 0.01741 -31.62785 0.12063
0.7763 -27.0084 0.00714 -30.88288 0.01938
1.826 -27.6437 0.00973 -31.43095 0.11082
1.245 -27.9733 0.01156 -31.31317 0.01799
1.0267 -27.8117 0.01002 -31.30072 0.01844
2.565 -27.7539 0.02001 -31.97351 0.21931
2.724 -28.309 0.0668 -31.9536 0.10114
0.859 -28.1294 0.01617 -31.52772 0.03044
0.56 -27.5069 0.01228 -31.28123 0.02638
1.809 -27.4831 0.00834 -31.49977 0.07767
1.091 -27.8631 0.01151 -31.76791 0.03793
0.884 -27.5087 0.00908 -31.16255 0.02445
0.5621 -27.3052 0.01373 -31.06378 0.0165
2.266 -27.4501 0.00967 -31.71822 0.09042
0.7183 -27.2241 0.01023 -31.07109 0.01509
1.4664 -27.2601 0.00947 -31.28874 0.03706
1.667 -27.6935 0.01185 -31.51298 0.04742
1.5489 -27.2648 0.00731 -31.33284 0.03273
0.9493 -27.2076 0.01 -31.02845 0.02367
2.008 -27.8174 0.00943 -31.56116 0.08255
1.227 -27.3688 0.00658 -31.12913 0.01834
1.0774 -27.3655 0.00997 -31.21329 0.03559
0.4369 -26.6751 0.00819 -30.44232 0.02964
1.1422 -27.1855 0.00883 -31.3292 0.0178
1.8987 -27.5142 0.00748 -31.90452 0.14874
2.411 -27.6023 0.01281 -31.67813 0.11384
1.7396 -27.5659 0.00776 -32.0728 0.09794
0.755 -27.4944 0.01408 -31.51287 0.02515
0.5827 -27.1189 0.01081 -30.87623 0.02563
1.3 -28.0322 0.01311 -31.55688 0.03822
1.726 -27.778 0.00898 -31.55769 0.02917
1.5626 -27.5038 0.01036 -31.62391 0.05304
0.842 -27.3394 0.01384 -31.3795 0.03533
0.8895 -27.3359 0.00735 -31.53873 0.04745
0.6313 -26.9044 0.00776 -31.024 0.02493
1.1181 -27.2416 0.00816 -31.42245 0.03104
2.326 -27.3097 0.00915 -31.50237 0.05351
0.4311 -27.4251 0.0156 -30.79909 0.01747
2.354 -27.575 0.01187 -31.74521 0.16707
0.3859 -26.4508 0.00855 -30.6376 0.01447
1.538 -27.7776 0.01035 -31.52066 0.02292
0.4176 -27.0308 0.00867 -31.10849 0.09815
0.43 -27.7643 0.02019 -31.34382 0.0174
1.6459 -27.5232 0.00797 -31.77553 0.08234
0.436 -27.5755 0.01446 -31.10811 0.0273
1.298 -27.8157 0.01098 -31.27149 0.02054
0.8731 -27.0908 0.00701 -30.81834 0.01436
1.122 -27.7439 0.01069 -31.03416 0.01497
1.156 -27.4897 0.00766 -31.24461 0.0206
0.8532 -27.1025 0.00861 -30.94038 0.02776
0.9369 -26.6956 0.00881 -31.05888 0.02973
1.1688 -27.1696 0.00742 -30.80817 0.01688
0.808 -27.6789 0.0153 -31.90673 0.0448
1.4151 -27.4089 0.00879 -31.39805 0.02176
2.441 -27.8384 0.02352 -31.76066 0.06246
0.6457 -26.3885 0.0096 -30.09186 0.00453
1.502 -27.828 0.00988 -31.36959 0.03356
0.5949 -27.0701 0.00876 -31.01348 0.02144
2.903 -27.6732 0.02313 -32.01093 0.11098
0.527 -27.6082 0.01393 -31.23606 0.01904
0.541 -27.8835 0.02279 -31.34833 0.02959
3.141 -27.7972 0.02003 -31.7178 0.08713
1.1953 -27.3001 0.00739 -31.38489 0.0308
1.2551 -27.2843 0.0076 -31.45829 0.03136
1.621 -26.6895 0.00777 -31.11086 0.0281
1.879 -27.7868 0.01 -31.6147 0.06985
1.633 -26.4923 0.0073 -30.82018 0.0125
1.3823 -27.3952 0.01129 -31.37951 0.05451
2.3 -27.0784 0.00886 -31.17728 0.07243
0.5423 -27.3161 0.0136 -30.8368 0.02934
2.466 -27.0543 0.00917 -31.47507 0.05482
1.615 -27.5947 0.00781 -31.35483 0.06169
0.9427 -26.987 0.00921 -31.07292 0.01997
1.36 -27.6807 0.01006 -31.39461 0.03128
1.4182 -27.3963 0.0081 -31.48477 0.04555
2.514 -27.918 0.029 -31.62938 0.0919
0.979 -27.5998 0.00909 -31.86556 0.04758
0.7973 -27.836 0.01397 -31.3374 0.0169
0.956 -27.5448 0.01178 -31.10007 0.02196
1.363 -27.4471 0.00884 -31.49457 0.03853
1.1242 -27.4705 0.00822 -31.3774 0.02586
0.451 -27.5429 0.01521 -31.06991 0.01543
2.513 -27.3395 0.01014 -31.59241 0.11608
1.472 -27.7064 0.00853 -31.24868 0.01896
1.0301 -27.2577 0.00799 -30.86958 0.0173
1.515 -27.494 0.00722 -31.76678 0.08413
2.101 -27.5453 0.00796 -31.467 0.05826
1.399 -26.8912 0.00635 -30.99118 0.01887
0.572 -27.7161 0.01695 -31.18872 0.02268
0.472 -27.6636 0.01955 -31.0321 0.01716
1.399 -27.7703 0.01176 -31.31821 0.03197
1.7453 -27.2982 0.00797 -30.85665 0.01993
0.3156 -26.8576 0.00997 -30.35796 0.01069
0.423 -27.3833 0.01678 -31.12529 0.05617
0.458 -27.2765 0.01267 -30.75745 0.01911
0.8919 -27.3799 0.0089 -30.79919 0.01116
1.146 -27.1967 0.00853 -31.1921 0.03157
1.5193 -27.304 0.00645 -31.46739 0.0473
0.9651 -27.7467 0.01719 -31.36107 0.01821
1.3526 -27.9579 0.01018 -31.4128 0.02304
1.071 -27.1989 0.00729 -31.02184 0.01468
0.714 -27.4414 0.01285 -31.17461 0.02579
1.1954 -27.5514 0.01025 -31.34935 0.02526
0.424 -27.0156 0.00835 -30.94553 0.02607
2.36 -27.6239 0.01178 -31.45558 0.08601
1.5536 -27.0515 0.00619 -31.57858 0.05275
1.2294 -27.4232 0.00723 -31.66819 0.04368
1.1555 -26.4621 0.00789 -30.61745 0.01377
1.228 -26.9376 0.00947 -30.75525 0.02623
0.238 -27.3402 0.00975 -30.87387 0.02766
1.0744 -27.3418 0.00602 -31.08324 0.0168
1.807 -28.0684 0.01455 -31.98902 0.08248
2.0006 -27.5064 0.00794 -31.32548 0.0728
1.5344 -27.058 0.00718 -31.13223 0.04314
0.263 -27.2225 0.01445 -30.61798 0.01583
2.143 -27.6876 0.0224 -31.88679 0.10389
1.846 -27.6033 0.01101 -31.60421 0.07127
0.425 -27.9593 0.02959 -31.32395 0.03478
0.6881 -27.3142 0.0094 -31.10444 0.03882
0.602 -27.8346 0.02219 -31.30735 0.02058
0.72 -26.975 0.00942 -31.1994 0.03871
1.7719 -27.4752 0.01033 -31.83987 0.09759
2.443 -27.8247 0.01877 -31.88675 0.10224
1.022 -27.9688 0.01453 -31.82123 0.0284
2.697 -27.8882 0.02612 -31.69795 0.11979
0.481 -27.7021 0.0177 -31.29263 0.01656
1.704 -27.2432 0.00763 -31.41637 0.04173
1.3596 -27.3837 0.00747 -31.57277 0.05747
1.608 -27.8755 0.01169 -31.77859 0.0663
1.12 -27.288 0.00858 -31.24353 0.02209
1.122 -26.8498 0.0067 -31.1302 0.02336
0.695 -27.8127 0.01568 -31.4578 0.03769
2.427 -27.8632 0.02509 -31.78603 0.16517
0.5086 -27.9935 0.02089 -31.29082 0.05535
1.253 -27.7792 0.00937 -31.65742 0.0412
0.7637 -27.1083 0.01088 -31.49121 0.03482
0.529 -27.9811 0.02813 -31.23388 0.01892
0.548 -27.6651 0.0128 -31.42733 0.04514
1.671 -27.5399 0.00818 -31.50014 0.07081
0.265 -27.5848 0.01729 -31.12796 0.02425
0.676 -26.8942 0.00778 -30.95109 0.03172
1.862 -26.5142 0.00681 -30.69301 0.07361
0.842 -27.9537 0.01369 -31.28638 0.02632
2.01 -27.0447 0.00734 -31.50267 0.05447
1.3984 -27.427 0.00797 -31.37667 0.03847
1.6033 -27.1736 0.00786 -30.72736 0.0246
2.293 -27.5239 0.01222 -31.52841 0.15692
0.998 -27.2098 0.00819 -31.2462 0.02913
0.2489 -26.8674 0.00678 -30.54287 0.02046
1.4872 -27.5017 0.00781 -31.71823 0.06527
1.2069 -27.3867 0.00787 -31.15868 0.02157
0.931 -27.618 0.01163 -30.7228 0.00666
1.5618 -27.1741 0.00753 -31.19065 0.04021
0.592 -27.4914 0.01506 -31.3588 0.01781
2.194 -28.2774 0.03491 -32.30914 0.11777
2.213 -26.8802 0.00836 -31.17448 0.05167
0.3762 -27.1643 0.01172 -31.1284 0.01849
0.3162 -26.2913 0.01475 -30.13474 0.01372
1.525 -27.4611 0.00786 -31.3416 0.05241
0.929 -27.4978 0.00806 -31.23249 0.03468
0.739 -27.8503 0.01486 -31.32444 0.01989
2.893 -27.8479 0.02897 -31.80024 0.10689
2.6774 -28.2401 0.05827 -32.11168 0.20416
0.8434 -27.6915 0.02157 -31.49221 0.01848
0.6229 -26.8953 0.00947 -30.73039 0.01323
1.335 -27.5017 0.00927 -32.01849 0.06731
1.9526 -27.1411 0.01612 -31.50802 0.08946
1.7383 -28.095 0.01312 -31.63603 0.06465
2.1839 -27.2052 0.00781 -31.54275 0.0918
1.3421 -27.7711 0.00867 -31.75442 0.07349
0.717 -27.5404 0.01175 -31.38215 0.02503
0.9806 -27.4215 0.00724 -31.44345 0.03497
1.1315 -27.2953 0.0089 -31.46648 0.06011
1.2244 -27.6398 0.01091 -31.67428 0.05146
0.6834 -27.1323 0.01039 -31.14335 0.01386
1.4804 -27.1276 0.00852 -31.15535 0.03489
0.2207 -26.2953 0.00754 -29.84607 0.0029
1.9221 -28.0401 0.01209 -31.8402 0.07742
1.89 -27.0583 0.00835 -31.26785 0.04032
0.62 -27.6988 0.01361 -31.41152 0.02365
1.817 -27.2396 0.00608 -31.40595 0.03917
0.633 -27.7756 0.01689 -31.1914 0.01797
0.8538 -27.8859 0.01034 -31.34729 0.02333
1.5329 -27.3542 0.00934 -31.17178 0.02238
0.7516 -27.2381 0.0095 -31.11232 0.02106
0.6338 -27.1921 0.00867 -31.37984 0.01932
0.3344 -26.9221 0.00855 -30.82472 0.01166
0.9902 -27.0903 0.00683 -30.9553 0.02925
1.204 -27.3877 0.00908 -31.24712 0.02516
0.847 -27.9668 0.01161 -31.52035 0.02638
1.401 -27.7877 0.01063 -31.56111 0.04182
0.8309 -27.3064 0.01032 -31.75905 0.04649
1.1208 -27.2914 0.00748 -31.33208 0.0321
2.305 -27.3457 0.01205 -31.35365 0.08462
1.1402 -27.416 0.00902 -31.48046 0.02099
1.901 -27.5813 0.00889 -31.50276 0.05839
2.832 -27.2541 0.01393 -31.46339 0.15782
2.399 -27.4767 0.01154 -31.33015 0.07048
0.9053 -27.1695 0.00786 -31.05908 0.02775
1.0444 -27.3095 0.00786 -31.32421 0.04058
1.1628 -27.4857 0.01123 -31.2586 0.01995
1.3432 -27.5397 0.0088 -31.46749 0.02228
0.8826 -27.372 0.00864 -31.09388 0.01852
3.043 -27.6397 0.0124 -31.26537 0.09854
2.313 -27.6145 0.01191 -31.61904 0.11981
1.297 -27.582 0.0089 -31.07272 0.02428
0.957 -27.5998 0.01096 -31.36332 0.01547
1.8174 -26.9005 0.00785 -31.02152 0.02261
0.6604 -26.6261 0.00701 -30.51466 0.01044
0.683 -27.3824 0.01055 -30.64677 0.0194
2.54 -27.5194 0.01749 -31.71981 0.07251
0.789 -28.0861 0.02044 -31.30999 0.01519
